id,ClipName,URL,Start_frame,End_frame,Light1,Light2,Hit_label
5040,0017_027_00_07_1,https://www.youtube.com/watch?v=od9I7gtjsHM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=27,41710.0,41785.0,2,2,0-0-1
5041,0017_027_00_08_1,https://www.youtube.com/watch?v=od9I7gtjsHM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=27,46876.0,46951.0,2,2,0-0-1
5042,0017_028_00_01_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,1840.0,1915.0,1,2,0-0-1
5043,0017_028_00_02_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,11736.0,11811.0,1,2,0-0-1
5044,0017_028_00_03_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,14271.0,14346.0,2,2,1-0-0
5045,0017_028_00_04_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,16561.0,16636.0,2,2,1-0-0
5046,0017_028_00_05_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,23740.0,23815.0,2,2,1-0-0
5047,0017_028_00_06_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,26133.0,26208.0,2,2,0-0-1
5048,0017_028_00_07_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,27019.0,27094.0,2,2,0-0-1
5049,0017_028_00_08_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,28134.0,28209.0,2,2,0-0-1
5050,0017_028_00_09_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,29857.0,29932.0,2,2,1-0-0
5051,0017_028_00_10_1,https://www.youtube.com/watch?v=laDixFwiwHY&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=28,30592.0,30667.0,2,2,0-0-1
5052,0017_029_00_01_1,https://www.youtube.com/watch?v=WR8UrWcB_4c&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=29,2377.0,2452.0,2,2,1-0-0
5053,0017_029_00_02_1,https://www.youtube.com/watch?v=WR8UrWcB_4c&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=29,6874.0,6949.0,2,2,1-0-0
5054,0017_029_00_03_1,https://www.youtube.com/watch?v=WR8UrWcB_4c&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=29,8215.0,8290.0,2,2,0-0-1
5055,0017_029_00_05_1,https://www.youtube.com/watch?v=WR8UrWcB_4c&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=29,17361.0,17436.0,2,2,1-0-0
5056,0017_030_00_01_1,https://www.youtube.com/watch?v=XqVRQQyCEkM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=30,2918.0,2993.0,2,1,1-0-0
5057,0017_030_00_02_1,https://www.youtube.com/watch?v=XqVRQQyCEkM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=30,3218.0,3293.0,1,2,0-0-1
5058,0017_030_00_03_1,https://www.youtube.com/watch?v=XqVRQQyCEkM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=30,4340.0,4415.0,2,2,0-0-1
5059,0017_030_00_04_1,https://www.youtube.com/watch?v=XqVRQQyCEkM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=30,6502.0,6577.0,2,2,1-0-0
5060,0017_030_00_05_1,https://www.youtube.com/watch?v=XqVRQQyCEkM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=30,10515.0,10590.0,2,2,0-0-1
5061,0017_031_00_01_1,https://www.youtube.com/watch?v=EMC35sSQSCQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=31,4823.0,4898.0,2,2,0-0-1
5062,0017_031_00_02_1,https://www.youtube.com/watch?v=EMC35sSQSCQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=31,14330.0,14405.0,2,1,1-0-0
5063,0017_031_00_03_1,https://www.youtube.com/watch?v=EMC35sSQSCQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=31,21622.0,21697.0,2,2,1-0-0
5064,0017_031_00_04_1,https://www.youtube.com/watch?v=EMC35sSQSCQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=31,31093.0,31168.0,2,2,1-0-0
5065,0017_031_00_05_1,https://www.youtube.com/watch?v=EMC35sSQSCQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=31,31633.0,31708.0,2,2,1-0-0
5066,0017_031_00_06_1,https://www.youtube.com/watch?v=EMC35sSQSCQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=31,35644.0,35719.0,2,2,0-0-1
5067,0017_032_00_01_1,https://www.youtube.com/watch?v=DD3s8-Q1pR4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=32,2630.0,2705.0,2,2,1-0-0
5068,0017_032_00_02_1,https://www.youtube.com/watch?v=DD3s8-Q1pR4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=32,3248.0,3323.0,2,2,0-0-1
5069,0017_032_00_03_1,https://www.youtube.com/watch?v=DD3s8-Q1pR4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=32,4317.0,4392.0,2,2,0-0-1
5070,0017_032_00_04_1,https://www.youtube.com/watch?v=DD3s8-Q1pR4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=32,6681.0,6756.0,2,2,0-0-1
5071,0017_032_00_05_1,https://www.youtube.com/watch?v=DD3s8-Q1pR4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=32,10584.0,10659.0,2,2,0-0-1
5072,0017_033_00_02_1,https://www.youtube.com/watch?v=I-TewtDWTdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=33,1583.0,1658.0,2,2,1-0-0
5073,0017_033_00_03_1,https://www.youtube.com/watch?v=I-TewtDWTdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=33,2314.0,2389.0,2,2,1-0-0
5074,0017_033_00_05_1,https://www.youtube.com/watch?v=I-TewtDWTdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=33,9351.0,9426.0,2,1,1-0-0
5075,0017_033_00_06_1,https://www.youtube.com/watch?v=I-TewtDWTdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=33,12799.0,12874.0,2,2,0-0-1
5076,0017_033_00_07_1,https://www.youtube.com/watch?v=I-TewtDWTdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=33,18757.0,18832.0,2,2,1-0-0
5077,0017_033_00_08_1,https://www.youtube.com/watch?v=I-TewtDWTdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=33,20981.0,21056.0,2,2,1-0-0
5078,0017_033_00_09_1,https://www.youtube.com/watch?v=I-TewtDWTdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=33,25240.0,25315.0,2,2,0-0-1
5079,0017_034_00_01_1,https://www.youtube.com/watch?v=MF0HzZZ1iAc&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=34,24197.0,24272.0,1,2,0-0-1
5080,0017_034_00_02_1,https://www.youtube.com/watch?v=MF0HzZZ1iAc&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=34,27872.0,27947.0,2,2,1-0-0
5081,0017_034_00_03_1,https://www.youtube.com/watch?v=MF0HzZZ1iAc&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=34,37404.0,37479.0,2,2,0-0-1
5082,0017_034_00_06_1,https://www.youtube.com/watch?v=MF0HzZZ1iAc&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=34,42641.0,42716.0,2,2,0-0-1
5083,0017_035_00_02_1,https://www.youtube.com/watch?v=7K0ZFkAbzM0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=36,15260.0,15335.0,2,1,1-0-0
5084,0017_035_00_03_1,https://www.youtube.com/watch?v=7K0ZFkAbzM0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=36,15872.0,15947.0,2,2,1-0-0
5085,0017_035_00_04_1,https://www.youtube.com/watch?v=7K0ZFkAbzM0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=36,18848.0,18923.0,2,2,1-0-0
5086,0017_036_00_02_1,https://www.youtube.com/watch?v=T21j3PH6DPQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=37,11707.0,11782.0,1,2,0-0-1
5087,0017_036_00_03_1,https://www.youtube.com/watch?v=T21j3PH6DPQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=37,15380.0,15455.0,2,2,1-0-0
5088,0017_036_00_04_1,https://www.youtube.com/watch?v=T21j3PH6DPQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=37,20130.0,20205.0,2,2,0-1-0
5089,0017_036_00_06_1,https://www.youtube.com/watch?v=T21j3PH6DPQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=37,25344.0,25419.0,2,2,0-0-1
5090,0017_036_00_07_1,https://www.youtube.com/watch?v=T21j3PH6DPQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=37,43453.0,43528.0,2,2,1-0-0
5091,0017_036_00_08_1,https://www.youtube.com/watch?v=T21j3PH6DPQ&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=37,43947.0,44022.0,2,2,1-0-0
5092,0017_037_00_03_1,https://www.youtube.com/watch?v=hY3k5vNRsuI&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=38,25547.0,25622.0,2,1,1-0-0
5093,0017_038_00_03_1,https://www.youtube.com/watch?v=-PTNtg6krYs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=39,5162.0,5237.0,2,2,0-0-1
5094,0017_038_00_05_1,https://www.youtube.com/watch?v=-PTNtg6krYs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=39,12785.0,12860.0,2,2,0-0-1
5095,0017_038_00_06_1,https://www.youtube.com/watch?v=-PTNtg6krYs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=39,13257.0,13332.0,2,2,1-0-0
5096,0017_039_00_01_1,https://www.youtube.com/watch?v=MkvfJNmkxdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=40,1195.0,1270.0,2,2,1-0-0
5097,0017_039_00_02_1,https://www.youtube.com/watch?v=MkvfJNmkxdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=40,1881.0,1956.0,2,2,0-0-1
5098,0017_039_00_03_1,https://www.youtube.com/watch?v=MkvfJNmkxdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=40,3462.0,3537.0,2,2,0-0-1
5099,0017_039_00_05_1,https://www.youtube.com/watch?v=MkvfJNmkxdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=40,7264.0,7339.0,2,2,0-0-1
5100,0017_039_00_06_1,https://www.youtube.com/watch?v=MkvfJNmkxdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=40,7597.0,7672.0,2,2,1-0-0
5101,0017_039_00_07_1,https://www.youtube.com/watch?v=MkvfJNmkxdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=40,8644.0,8719.0,2,2,1-0-0
5102,0017_039_00_08_1,https://www.youtube.com/watch?v=MkvfJNmkxdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=40,10565.0,10640.0,2,2,1-0-0
5103,0017_039_00_09_1,https://www.youtube.com/watch?v=MkvfJNmkxdk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=40,11551.0,11626.0,1,2,0-0-1
5104,0017_040_00_01_1,https://www.youtube.com/watch?v=8RJEWNbKMBs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=41,3158.0,3233.0,2,2,1-0-0
5105,0017_040_00_02_1,https://www.youtube.com/watch?v=8RJEWNbKMBs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=41,3736.0,3811.0,2,2,1-0-0
5106,0017_040_00_03_1,https://www.youtube.com/watch?v=8RJEWNbKMBs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=41,8368.0,8443.0,2,2,0-0-1
5107,0017_040_00_04_1,https://www.youtube.com/watch?v=8RJEWNbKMBs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=41,9612.0,9687.0,2,1,1-0-0
5108,0017_040_00_05_1,https://www.youtube.com/watch?v=8RJEWNbKMBs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=41,10072.0,10147.0,2,2,1-0-0
5109,0017_040_00_06_1,https://www.youtube.com/watch?v=8RJEWNbKMBs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=41,11751.0,11826.0,2,1,1-0-0
5110,0017_040_00_07_1,https://www.youtube.com/watch?v=8RJEWNbKMBs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=41,12844.0,12919.0,2,2,1-0-0
5111,0017_040_00_08_1,https://www.youtube.com/watch?v=8RJEWNbKMBs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=41,15091.0,15166.0,2,2,1-0-0
5112,0017_041_00_01_1,https://www.youtube.com/watch?v=Q5QwxDRedv8&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=43,3041.0,3116.0,2,2,0-0-1
5113,0017_041_00_04_1,https://www.youtube.com/watch?v=Q5QwxDRedv8&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=43,18193.0,18268.0,2,2,1-0-0
5114,0017_041_00_05_1,https://www.youtube.com/watch?v=Q5QwxDRedv8&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=43,19239.0,19314.0,2,2,1-0-0
5115,0017_041_00_06_1,https://www.youtube.com/watch?v=Q5QwxDRedv8&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=43,24321.0,24396.0,2,2,1-0-0
5116,0017_041_00_08_1,https://www.youtube.com/watch?v=Q5QwxDRedv8&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=43,32063.0,32138.0,2,2,0-1-0
5117,0017_042_00_01_1,https://www.youtube.com/watch?v=GNGxHP5wRq4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=44,817.0,892.0,2,2,0-1-0
5118,0017_042_00_02_1,https://www.youtube.com/watch?v=GNGxHP5wRq4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=44,3025.0,3100.0,2,2,0-0-1
5119,0017_042_00_03_1,https://www.youtube.com/watch?v=GNGxHP5wRq4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=44,7279.0,7354.0,2,2,1-0-0
5120,0017_042_00_04_1,https://www.youtube.com/watch?v=GNGxHP5wRq4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=44,9579.0,9654.0,2,2,1-0-0
5121,0017_042_00_05_1,https://www.youtube.com/watch?v=GNGxHP5wRq4&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=44,26127.0,26202.0,2,2,1-0-0
5122,0017_043_00_01_1,https://www.youtube.com/watch?v=aCpciKqbPeU&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=45,2590.0,2665.0,1,2,0-0-1
5123,0017_043_00_02_1,https://www.youtube.com/watch?v=aCpciKqbPeU&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=45,8344.0,8419.0,2,1,1-0-0
5124,0017_044_00_01_1,https://www.youtube.com/watch?v=ED-j6mh8N2w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=46,1120.0,1195.0,2,2,1-0-0
5125,0017_044_00_03_1,https://www.youtube.com/watch?v=ED-j6mh8N2w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=46,11944.0,12019.0,2,2,1-0-0
5126,0017_044_00_05_1,https://www.youtube.com/watch?v=ED-j6mh8N2w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=46,25948.0,26023.0,1,2,0-0-1
5127,0017_044_00_06_1,https://www.youtube.com/watch?v=ED-j6mh8N2w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=46,26457.0,26532.0,2,2,0-0-1
5128,0017_044_00_07_1,https://www.youtube.com/watch?v=ED-j6mh8N2w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=46,27138.0,27213.0,1,2,0-0-1
5129,0017_045_00_01_1,https://www.youtube.com/watch?v=fhyL1apqJ-I&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=47,4040.0,4115.0,2,2,0-0-1
5130,0017_045_00_02_1,https://www.youtube.com/watch?v=fhyL1apqJ-I&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=47,5482.0,5557.0,1,2,0-0-1
5131,0017_045_00_03_1,https://www.youtube.com/watch?v=fhyL1apqJ-I&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=47,9170.0,9245.0,2,2,1-0-0
5132,0017_046_00_01_1,https://www.youtube.com/watch?v=z42Imit4AWs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=48,6351.0,6426.0,2,2,0-0-1
5133,0017_046_00_02_1,https://www.youtube.com/watch?v=z42Imit4AWs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=48,16321.0,16396.0,2,2,1-0-0
5134,0017_046_00_03_1,https://www.youtube.com/watch?v=z42Imit4AWs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=48,19951.0,20026.0,2,2,0-0-1
5135,0017_047_00_01_1,https://www.youtube.com/watch?v=eUNpLConIKI&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=49,1409.0,1484.0,2,1,1-0-0
5136,0017_047_00_02_1,https://www.youtube.com/watch?v=eUNpLConIKI&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=49,2336.0,2411.0,2,2,1-0-0
5137,0017_047_00_03_1,https://www.youtube.com/watch?v=eUNpLConIKI&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=49,3638.0,3713.0,2,2,1-0-0
5138,0017_047_00_04_1,https://www.youtube.com/watch?v=eUNpLConIKI&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=49,8709.0,8784.0,2,2,0-0-1
5139,0017_047_00_05_1,https://www.youtube.com/watch?v=eUNpLConIKI&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=49,11163.0,11238.0,2,2,0-0-1
5140,0017_047_00_06_1,https://www.youtube.com/watch?v=eUNpLConIKI&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=49,12470.0,12545.0,2,1,1-0-0
5141,0017_048_00_01_1,https://www.youtube.com/watch?v=_WeiS7JmVP0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=50,6058.0,6133.0,2,2,1-0-0
5142,0017_048_00_02_1,https://www.youtube.com/watch?v=_WeiS7JmVP0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=50,9015.0,9090.0,2,2,0-0-1
5143,0017_048_00_03_1,https://www.youtube.com/watch?v=_WeiS7JmVP0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=50,9629.0,9704.0,2,2,1-0-0
5144,0017_048_00_05_1,https://www.youtube.com/watch?v=_WeiS7JmVP0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=50,11828.0,11903.0,1,2,0-0-1
5145,0017_048_00_07_1,https://www.youtube.com/watch?v=_WeiS7JmVP0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=50,16869.0,16944.0,1,2,0-0-1
5146,0017_048_00_08_1,https://www.youtube.com/watch?v=_WeiS7JmVP0&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=50,17997.0,18072.0,2,2,0-1-0
5147,0017_049_00_02_1,https://www.youtube.com/watch?v=oas-FH6s-cE&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=52,6077.0,6152.0,2,2,0-0-1
5148,0017_049_00_03_1,https://www.youtube.com/watch?v=oas-FH6s-cE&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=52,10624.0,10699.0,2,2,1-0-0
5149,0017_049_00_04_1,https://www.youtube.com/watch?v=oas-FH6s-cE&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=52,13422.0,13497.0,1,2,0-0-1
5150,0017_049_00_05_1,https://www.youtube.com/watch?v=oas-FH6s-cE&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=52,13859.0,13934.0,2,2,0-0-1
5151,0017_049_00_06_1,https://www.youtube.com/watch?v=oas-FH6s-cE&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=52,17770.0,17845.0,2,2,0-0-1
5152,0017_049_00_07_1,https://www.youtube.com/watch?v=oas-FH6s-cE&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=52,22218.0,22293.0,2,2,0-0-1
5153,0017_049_00_08_1,https://www.youtube.com/watch?v=oas-FH6s-cE&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=52,22544.0,22619.0,2,1,1-0-0
5154,0017_050_00_01_1,https://www.youtube.com/watch?v=TBGy6ugJCcM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=53,549.0,624.0,2,1,1-0-0
5155,0017_050_00_02_1,https://www.youtube.com/watch?v=TBGy6ugJCcM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=53,2155.0,2230.0,2,2,1-0-0
5156,0017_050_00_03_1,https://www.youtube.com/watch?v=TBGy6ugJCcM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=53,2966.0,3041.0,2,2,1-0-0
5157,0017_050_00_04_1,https://www.youtube.com/watch?v=TBGy6ugJCcM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=53,6482.0,6557.0,2,2,1-0-0
5158,0017_050_00_06_1,https://www.youtube.com/watch?v=TBGy6ugJCcM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=53,9743.0,9818.0,2,2,1-0-0
5159,0017_050_00_07_1,https://www.youtube.com/watch?v=TBGy6ugJCcM&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=53,10526.0,10601.0,2,2,0-0-1
5160,0017_051_00_01_1,https://www.youtube.com/watch?v=bTXtp7yZ4cs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=54,1627.0,1702.0,2,2,1-0-0
5161,0017_051_00_02_1,https://www.youtube.com/watch?v=bTXtp7yZ4cs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=54,2724.0,2799.0,1,2,0-0-1
5162,0017_051_00_03_1,https://www.youtube.com/watch?v=bTXtp7yZ4cs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=54,2997.0,3072.0,2,2,1-0-0
5163,0017_051_00_04_1,https://www.youtube.com/watch?v=bTXtp7yZ4cs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=54,4916.0,4991.0,2,2,0-0-1
5164,0017_051_00_05_1,https://www.youtube.com/watch?v=bTXtp7yZ4cs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=54,7396.0,7471.0,2,2,0-0-1
5165,0017_051_00_06_1,https://www.youtube.com/watch?v=bTXtp7yZ4cs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=54,8810.0,8885.0,2,2,0-0-1
5166,0017_051_00_07_1,https://www.youtube.com/watch?v=bTXtp7yZ4cs&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=54,9387.0,9462.0,2,2,1-0-0
5167,0017_052_00_01_1,https://www.youtube.com/watch?v=q51P7_pOjfk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=55,6409.0,6484.0,2,2,0-0-1
5168,0017_052_00_02_1,https://www.youtube.com/watch?v=q51P7_pOjfk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=55,8370.0,8445.0,2,2,0-0-1
5169,0017_052_00_03_1,https://www.youtube.com/watch?v=q51P7_pOjfk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=55,12515.0,12590.0,2,2,1-0-0
5170,0017_052_00_04_1,https://www.youtube.com/watch?v=q51P7_pOjfk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=55,18339.0,18414.0,2,2,0-0-1
5171,0017_052_00_07_1,https://www.youtube.com/watch?v=q51P7_pOjfk&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=55,21836.0,21911.0,1,2,0-0-1
5172,0017_053_00_01_1,https://www.youtube.com/watch?v=EfJ1_irWe_w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=56,1971.0,2046.0,2,2,0-0-1
5173,0017_053_00_02_1,https://www.youtube.com/watch?v=EfJ1_irWe_w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=56,4270.0,4345.0,2,1,1-0-0
5174,0017_053_00_03_1,https://www.youtube.com/watch?v=EfJ1_irWe_w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=56,14673.0,14748.0,1,2,0-0-1
5175,0017_053_00_04_1,https://www.youtube.com/watch?v=EfJ1_irWe_w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=56,16105.0,16180.0,2,2,0-0-1
5176,0017_053_00_05_1,https://www.youtube.com/watch?v=EfJ1_irWe_w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=56,23228.0,23303.0,2,2,0-0-1
5177,0017_053_00_06_1,https://www.youtube.com/watch?v=EfJ1_irWe_w&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=56,31795.0,31870.0,2,2,1-0-0
5178,0017_054_00_01_1,https://www.youtube.com/watch?v=pPzAHeGr65o&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=57,2840.0,2915.0,2,2,1-0-0
5179,0017_054_00_02_1,https://www.youtube.com/watch?v=pPzAHeGr65o&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=57,4620.0,4695.0,2,1,1-0-0
5180,0017_054_00_03_1,https://www.youtube.com/watch?v=pPzAHeGr65o&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=57,6969.0,7044.0,2,2,1-0-0
5181,0017_054_00_04_1,https://www.youtube.com/watch?v=pPzAHeGr65o&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=57,8456.0,8531.0,2,2,0-0-1
5182,0017_054_00_05_1,https://www.youtube.com/watch?v=pPzAHeGr65o&list=PL_pQQho0KExxRjnWOoI1F3awGLxfQScqn&index=57,10038.0,10113.0,2,2,1-0-0
